timestamp,open,high,low,close,volume
2017-03-10,843.2800,844.9100,839.5000,843.2500,1704024
2017-03-09,836.0000,842.0000,834.2100,838.6800,1261517
2017-03-08,833.5100,838.1500,831.7900,835.3700,989773
2017-03-07,827.4000,833.4100,826.5200,831.9100,1037630
2017-03-06,826.9500,828.8800,822.4000,827.7800,1109037
2017-03-03,830.5600,831.3600,825.7510,829.0800,896378
2017-03-02,833.8500,834.5100,829.6400,830.6300,942476
2017-03-01,828.8500,836.2550,827.2600,835.2400,1496540
2017-02-28,825.6100,828.5400,820.2000,823.2100,2260769
2017-02-27,824.5500,830.5000,824.0000,829.2800,1101466
2017-02-24,827.7300,829.0000,824.2000,828.6400,1392202
2017-02-23,830.1200,832.4600,822.8800,831.3300,1472771
2017-02-22,828.6600,833.2500,828.6400,830.7600,987248
2017-02-21,828.6600,833.4500,828.3500,831.6600,1262337
2017-02-17,823.0200,828.0700,821.6550,828.0700,1611039
2017-02-16,819.9300,824.4000,818.9800,824.1600,1287626
2017-02-15,819.3600,823.0000,818.4700,818.9800,1313617
2017-02-14,819.0000,823.0000,816.0000,820.4500,1054732
2017-02-13,816.0000,820.9590,815.4900,819.2400,1213324
2017-02-10,811.7000,815.2500,809.7800,813.6700,1134976
2017-02-09,809.5100,810.6600,804.5400,809.5600,990391
2017-02-08,807.0000,811.8400,803.1900,808.3800,1155990
2017-02-07,803.9900,810.5000,801.7800,806.9700,1241221
2017-02-06,799.7000,801.6700,795.2500,801.3400,1184483
2017-02-03,802.9900,806.0000,800.3700,801.4900,1463448
2017-02-02,793.8000,802.7000,792.0000,798.5300,1532138
2017-02-01,799.6800,801.1900,791.1900,795.6950,2029744
2017-01-31,796.8600,801.2500,790.5200,796.7900,2160556
2017-01-30,814.6600,815.8400,799.8000,802.3200,3246573
2017-01-27,834.7100,841.9500,820.4400,823.3100,2965771
2017-01-26,837.8100,838.0000,827.0100,832.1500,2973891
2017-01-25,829.6200,835.7700,825.0600,835.6700,1627304
2017-01-24,822.3000,825.9000,817.8210,823.8700,1474010
2017-01-23,807.2500,820.8700,803.7400,819.3100,1963628
2017-01-20,806.9100,806.9100,801.6900,805.0200,1670045
2017-01-19,805.1200,809.4800,801.8000,802.1750,919325
2017-01-18,805.8100,806.2050,800.9900,806.0700,1294407
2017-01-17,807.0800,807.1400,800.3700,804.6100,1362115
2017-01-13,807.4800,811.2244,806.6900,807.8800,1099215
2017-01-12,807.1400,807.3900,799.1700,806.3600,1353057
2017-01-11,805.0000,808.1500,801.3700,807.9100,1065936
2017-01-10,807.8600,809.1299,803.5100,804.7900,1176780
2017-01-09,806.4000,809.9664,802.8300,806.6500,1274645
2017-01-06,795.2600,807.9000,792.2041,806.1500,1640170
2017-01-05,786.0800,794.4800,785.0200,794.0200,1335167
2017-01-04,788.3600,791.3400,783.1600,786.9000,1072958
2017-01-03,778.8100,789.6300,775.8000,786.1400,1657268
2016-12-30,782.7500,782.7800,770.4100,771.8200,1769950
2016-12-29,783.3300,785.9300,778.9200,782.7900,744272
2016-12-28,793.7000,794.2300,783.2000,785.0500,1153824
2016-12-27,790.6800,797.8600,787.6570,791.5500,789321
2016-12-23,790.9000,792.7400,787.2800,789.9100,623944
2016-12-22,792.3600,793.3200,788.5800,791.2600,972169
2016-12-21,795.8400,796.6757,787.1000,794.5600,1211346
2016-12-20,796.7600,798.6500,793.2700,796.4200,951014
2016-12-19,790.2200,797.6600,786.2700,794.2000,1232087
2016-12-16,800.4000,800.8558,790.2900,790.8000,2443796
2016-12-15,797.3400,803.0000,792.9200,797.8500,1626499
2016-12-14,797.4000,804.0000,794.0100,797.0700,1704150
2016-12-13,793.9000,804.3799,793.3400,796.1000,2145209
2016-12-12,785.0400,791.2500,784.3554,789.2700,2104117
2016-12-09,780.0000,789.4300,779.0210,789.2900,1821914
2016-12-08,772.4800,778.1800,767.2300,776.4200,1488059
2016-12-07,761.0000,771.3600,755.8000,771.1900,1760966
2016-12-06,764.7300,768.8300,757.3400,759.1100,1690689
2016-12-05,757.7100,763.9000,752.9000,762.5200,1394223
2016-12-02,744.5900,754.0000,743.1000,750.5000,1452484
2016-12-01,757.4400,759.8500,737.0245,747.9200,3017947
2016-11-30,770.0700,772.9900,754.8300,758.0400,2392890
2016-11-29,771.5300,778.5000,768.2400,770.8400,1616618
2016-11-28,760.0000,779.5300,759.8000,768.2400,2188151
2016-11-25,764.2600,765.0000,760.5200,761.6800,587421
2016-11-23,767.7300,768.2825,755.2500,760.9900,1478417
2016-11-22,772.6300,776.9600,767.0000,768.2700,1593108
2016-11-21,762.6100,769.7000,760.6000,769.2000,1330639
2016-11-18,771.3700,775.0000,760.0000,760.5400,1547145
2016-11-17,766.9200,772.7000,764.2300,771.2300,1304048
2016-11-16,755.2000,766.3600,750.5100,764.4800,1472594
2016-11-15,746.9700,764.4162,746.9700,758.4900,2384001
2016-11-14,755.6000,757.8500,727.5400,736.0800,3654385
2016-11-11,756.5400,760.7800,750.3800,754.0200,2431815
2016-11-10,791.1700,791.1700,752.1800,762.5600,4745183
2016-11-09,779.9400,791.2265,771.6700,785.3100,2607121
2016-11-08,783.4000,795.6330,780.1900,790.5100,1366873
2016-11-07,774.5000,785.1900,772.5500,782.5200,1585070
2016-11-04,750.6600,770.3600,750.5611,762.0200,2134812
2016-11-03,767.2500,769.9500,759.0300,762.1300,1943175
2016-11-02,778.2000,781.6500,763.4496,768.7000,1918414
2016-11-01,782.8900,789.4900,775.5400,783.6100,2406356
2016-10-31,795.4700,796.8600,784.0000,784.5400,2427284
2016-10-28,808.3500,815.4900,793.5900,795.3700,4269902
2016-10-27,801.0000,803.4900,791.5000,795.3500,2749221
2016-10-26,806.3400,806.9800,796.3200,799.0700,1647733
2016-10-25,816.6800,816.6800,805.1400,807.6700,1576404
2016-10-24,804.9000,815.1800,804.8200,813.1100,1697514
2016-10-21,795.0000,799.5000,794.0000,799.3700,1266181
2016-10-20,803.3000,803.9700,796.0300,796.9700,1757528
2016-10-19,798.8600,804.6300,797.6350,801.5600,1766798
2016-10-18,787.8500,801.6100,785.5650,795.2600,2056903
2016-10-17,779.8000,785.8500,777.5000,779.9600,1092973
2016-10-14,781.6500,783.9500,776.0000,778.5300,852487
2016-10-13,781.2200,781.2200,773.0000,778.1900,1365277
2016-10-12,783.7600,788.1300,782.0600,786.1400,937435
2016-10-11,786.6600,792.2800,780.5800,783.0700,1372461
2016-10-10,777.7100,789.3800,775.8700,785.9400,1174923
2016-10-07,779.6600,779.6600,770.7500,775.0800,933158
2016-10-06,779.0000,780.4800,775.5400,776.8600,1070692
2016-10-05,779.3100,782.0700,775.6500,776.4700,1461151
2016-10-04,776.0300,778.7100,772.8900,776.4300,1201350
2016-10-03,774.2500,776.0650,769.5000,772.5600,1278821
2016-09-30,776.3300,780.9400,774.0900,777.2900,1585333
2016-09-29,781.4400,785.8000,774.2320,775.0100,1314746
2016-09-28,777.8500,781.8100,774.9700,781.5600,1109834
2016-09-27,775.5000,785.9899,774.3080,783.0100,1153247
2016-09-26,782.7400,782.7400,773.0700,774.2100,1533206
2016-09-23,786.5900,788.9300,784.1500,786.9000,1411937
2016-09-22,780.0000,789.8500,778.4400,787.2100,1486223
2016-09-21,772.6600,777.1600,768.3010,776.2200,1167810
2016-09-20,769.0000,773.3300,768.5300,771.4100,978631
2016-09-19,772.4200,774.0000,764.4406,765.7000,1172824
2016-09-16,769.7500,769.7500,764.6600,768.8800,2049338
2016-09-15,762.8900,773.8000,759.9600,771.7600,1346751
2016-09-14,759.6100,767.6800,759.1100,762.4900,1094490
2016-09-13,764.4800,766.2195,755.8000,759.6900,1395046
2016-09-12,755.1300,770.2900,754.0001,769.0200,1310986
2016-09-09,770.1000,773.2450,759.6600,759.6600,1885496
2016-09-08,778.5900,780.3500,773.5800,775.3200,1270264
2016-09-07,780.0000,782.7300,776.2000,780.3500,894021
2016-09-06,773.4500,782.0000,771.0000,780.0800,1442822
2016-09-02,773.0100,773.9199,768.4100,771.4600,1072658
2016-09-01,769.2500,771.0200,764.3000,768.7800,925131
2016-08-31,767.0100,769.0900,765.3800,767.0500,1248556
2016-08-30,769.3300,774.4660,766.8400,769.0900,1130029
2016-08-29,768.7400,774.9900,766.6150,772.1500,847565
2016-08-26,769.0000,776.0799,765.8500,769.5400,1166681
2016-08-25,767.0000,771.8900,763.1846,769.4100,926883
2016-08-24,770.5800,774.5000,767.0700,769.6400,1071999
2016-08-23,775.4800,776.4400,771.7850,772.0800,928232
2016-08-22,773.2700,774.5400,770.0502,772.1500,951362
2016-08-19,775.0000,777.1000,773.1300,775.4200,861546
2016-08-18,780.0100,782.8600,777.0000,777.5000,719429
2016-08-17,777.3200,780.8100,773.5300,779.9100,924226
2016-08-16,780.3000,780.9800,773.4440,777.1400,1028047
2016-08-15,783.7500,787.4900,780.1100,782.4400,938186
2016-08-12,781.5000,783.3950,780.4000,783.2200,740498
2016-08-11,785.0000,789.7500,782.9700,784.8500,975113
2016-08-10,783.7500,786.8123,782.7780,784.6800,786363
2016-08-09,781.1000,788.9400,780.5700,784.2600,1318894
2016-08-08,782.0000,782.6300,778.0910,781.7600,1107857
2016-08-05,773.7800,783.0400,772.3400,782.2200,1801205
2016-08-04,772.2200,774.0700,768.7950,771.6100,1140254
2016-08-03,767.1800,773.2100,766.8200,773.1800,1287421
2016-08-02,768.6900,775.8400,767.8500,771.0700,1784525
2016-08-01,761.0900,780.4300,761.0900,772.8800,2700470
2016-07-29,772.7100,778.5500,766.7700,768.7900,3841482
2016-07-28,747.0400,748.6500,739.3000,745.9100,3530169
2016-07-27,738.2800,744.4600,737.0000,741.7700,1512517
2016-07-26,739.0400,741.6900,734.2700,738.4200,1186738
2016-07-25,740.6700,742.6100,737.5000,739.7700,1032432
2016-07-22,741.8600,743.2400,736.5600,742.7400,1259823
2016-07-21,740.3600,741.6900,735.8310,738.6300,1026306
2016-07-20,737.3300,742.1300,737.1000,741.1900,1289671
2016-07-19,729.8900,736.9900,729.0000,736.9600,1227486
2016-07-18,722.7100,736.1300,721.1900,733.7800,1295476
2016-07-15,725.7300,725.7400,719.0550,719.8500,1279339
2016-07-14,721.5800,722.2100,718.0300,720.9500,950193
2016-07-13,723.6200,724.0000,716.8500,716.9800,935876
2016-07-12,719.1200,722.9400,715.9100,720.6400,1336921
2016-07-11,708.0500,716.5100,707.2400,715.0900,1111762
2016-07-08,699.5000,705.7100,696.4350,705.6300,1575166
2016-07-07,698.0800,698.2000,688.2150,695.3600,1304200
2016-07-06,689.9800,701.6800,689.0900,697.7700,1411925
2016-07-05,696.0600,696.9400,688.8800,694.4900,1462616
2016-07-01,692.2000,700.6500,692.1301,699.2100,1344710
2016-06-30,685.4700,692.3200,683.6500,692.1000,1597714
2016-06-29,683.0000,687.4292,681.4100,684.1100,1932561
2016-06-28,678.9700,680.3300,673.0000,680.0400,2173762
2016-06-27,671.0000,672.3000,663.2840,668.2600,2641085
2016-06-24,675.1700,689.4000,673.4500,675.2200,4449022
2016-06-23,697.4500,701.9500,687.0000,701.8700,2171415
2016-06-22,699.0600,700.8600,693.0819,697.4600,1184318
2016-06-21,698.4000,702.7700,692.0100,695.9400,1465634
2016-06-20,698.7700,702.4800,693.4100,693.7100,2082538
2016-06-17,708.6500,708.8200,688.4515,691.7200,3402357
2016-06-16,714.9100,716.6500,703.2600,710.3600,1982471
2016-06-15,719.0000,722.9800,717.3100,718.9200,1214517
2016-06-14,716.4800,722.4700,713.1200,718.2700,1306065
2016-06-13,716.5100,725.4400,716.5100,718.3600,1258930
2016-06-10,719.4700,725.8900,716.4300,719.4100,1216443
2016-06-09,722.8700,729.5400,722.3361,728.5800,988914
2016-06-08,723.9600,728.5700,720.5800,728.2800,1583701
2016-06-07,719.8400,721.9800,716.5500,716.6500,1336754
2016-06-06,724.9100,724.9100,714.6100,716.5500,1566059
2016-06-03,729.2700,729.4900,720.5600,722.3400,1226253
2016-06-02,732.5000,733.0200,724.1700,730.4000,1341807
2016-06-01,734.5300,737.2100,730.6600,734.1500,1253593
2016-05-31,731.7400,739.7300,731.2600,735.7200,2129545
2016-05-27,724.0100,733.9360,724.0000,732.6600,1974962
2016-05-26,722.8700,728.3300,720.2800,724.1200,1576286
2016-05-25,720.7600,727.5100,719.7047,725.2700,1632564
2016-05-24,706.8600,720.9700,706.8600,720.0900,1929467
2016-05-23,706.5300,711.4781,704.1800,704.2400,1330692
2016-05-20,701.6200,714.5800,700.5200,709.7400,1828387
2016-05-19,702.3600,706.0000,696.8000,700.3200,1670234
2016-05-18,703.6700,711.6000,700.6300,706.6300,1766836
2016-05-17,715.9900,721.5200,704.1100,706.2300,2001225
2016-05-16,709.1300,718.4800,705.6500,716.4900,1317069
2016-05-13,711.9300,716.6619,709.2600,710.8300,1314499
2016-05-12,717.0600,719.2500,709.0000,713.3100,1361332
2016-05-11,723.4100,724.4800,712.8000,715.2900,1692063
2016-05-10,716.7500,723.5000,715.7200,723.1800,1569591
2016-05-09,712.0000,718.7100,710.0000,712.9000,1510289
2016-05-06,698.3800,711.8600,698.1067,711.1200,1829291
2016-05-05,697.7000,702.3199,695.7200,701.4300,1683507
2016-05-04,690.4900,699.7500,689.0100,695.7000,1693525
2016-05-03,696.8700,697.8400,692.0000,692.3600,1543785
2016-05-02,697.6300,700.6400,691.0000,698.2100,1645265
2016-04-29,690.7000,697.6200,689.0000,693.0100,2487673
2016-04-28,708.2600,714.1700,689.5500,691.0200,2867255
2016-04-27,707.2900,708.9800,692.3651,705.8400,3098587
2016-04-26,725.4200,725.7660,703.0264,708.1400,2744587
2016-04-25,716.1000,723.9300,715.5900,723.1500,1959179
2016-04-22,726.3000,736.1200,713.6100,718.7700,5951938
2016-04-21,755.3800,760.4500,749.5500,759.1400,3060490
2016-04-20,758.0000,758.1315,750.0100,752.6700,1529217
2016-04-19,769.5100,769.9000,749.3300,753.9300,2030526
2016-04-18,760.4600,768.0500,757.3000,766.6100,1558848
2016-04-15,753.9800,761.0000,752.6938,759.0000,1809332
2016-04-14,754.0100,757.3100,752.7050,753.2000,1135271
2016-04-13,749.1600,754.3800,744.2610,751.7200,1707641
2016-04-12,738.0000,743.8300,731.0100,743.0900,1352992
2016-04-11,743.0200,745.0000,736.0500,736.1000,1220088
2016-04-08,743.9700,745.4500,735.5500,739.1500,1290787
2016-04-07,745.3700,746.9999,736.2800,740.2800,1453185
2016-04-06,735.7700,746.2400,735.5600,745.6900,1053713
2016-04-05,738.0000,742.8000,735.3700,737.8000,1132294
2016-04-04,750.0600,752.8000,742.4300,745.2900,1134390
2016-04-01,738.6000,750.3400,737.0000,749.9100,1576745
2016-03-31,749.2500,750.8500,740.9400,744.9500,1718798
2016-03-30,750.1000,757.8800,748.7400,750.5300,1782427
2016-03-29,734.5900,747.2500,728.7600,744.7700,1903758
2016-03-28,736.7900,738.9900,732.5000,733.5300,1301327
2016-03-24,732.0100,737.7470,731.0000,735.3000,1594891
2016-03-23,742.3600,745.7199,736.1500,738.0600,1432099
2016-03-22,737.4600,745.0000,737.4600,740.7500,1269749
2016-03-21,736.5000,742.5000,733.5157,742.0900,1836503
2016-03-18,741.8600,742.0000,731.8300,737.6000,2980709
2016-03-17,736.4500,743.0700,736.0000,737.7800,1860834
2016-03-16,726.3700,737.4700,724.5100,736.0900,1624370
2016-03-15,726.9200,732.2900,724.7700,728.3300,1720965
2016-03-14,726.8100,735.5000,725.1500,730.4900,1718252
2016-03-11,720.0000,726.9200,717.1250,726.8200,1970815
2016-03-10,708.1200,716.4400,703.3600,712.8200,2833525
2016-03-09,698.4700,705.6800,694.0000,705.2400,1421515
2016-03-08,688.5900,703.7900,685.3400,693.9700,2058471
2016-03-07,706.9000,708.0912,686.9000,695.1600,2988026
2016-03-04,714.9900,716.4900,706.0200,710.8900,1972077
2016-03-03,718.6800,719.4500,706.0200,712.4200,1957974
2016-03-02,719.0000,720.0000,712.0000,718.8500,1629003
2016-03-01,703.6200,718.8100,699.7700,718.8100,2151419
2016-02-29,700.3200,710.8900,697.6800,697.7700,2481145
2016-02-26,708.5800,713.4300,700.8600,705.0700,2243522
2016-02-25,700.0100,705.9800,690.5850,705.7500,1642166
2016-02-24,688.9200,700.0000,680.7800,699.5600,1963573
2016-02-23,701.4500,708.4000,693.5800,695.8500,2009280
2016-02-22,707.4500,713.2400,702.5100,706.4600,1949816
2016-02-19,695.0300,703.0805,694.0500,700.9100,1589281
2016-02-18,710.0000,712.3500,696.0300,697.3500,1883248
2016-02-17,699.0000,709.7500,691.3800,708.4000,2492634
2016-02-16,692.9800,698.0000,685.0500,691.0000,2520021
2016-02-12,690.2600,693.7500,678.6000,682.4000,2141373
2016-02-11,675.0000,689.3500,668.8675,683.1100,3024043
2016-02-10,686.8600,701.3100,682.1300,684.1200,2638007
2016-02-09,672.3200,699.9000,668.7700,678.1100,3608914
2016-02-08,667.8500,684.0300,663.0600,682.7400,4247355
2016-02-05,703.8700,703.9900,680.1500,683.5700,5105725
2016-02-04,722.8100,727.0000,701.8600,708.0100,5168709
2016-02-03,770.2200,774.5000,720.5000,726.9500,6171019
2016-02-02,784.5000,789.8699,764.6500,764.6500,6348126
2016-02-01,750.4600,757.8600,743.2700,752.0000,5139157
2016-01-29,731.5300,744.9899,726.8000,742.9500,3474319
2016-01-28,722.2200,733.6900,712.3500,730.9600,2676397
2016-01-27,713.6700,718.2350,694.3900,699.9900,2194227
2016-01-26,713.8500,718.2800,706.4800,713.0400,1331691
2016-01-25,723.5800,729.6800,710.0100,711.6700,1711716
2016-01-22,723.6000,728.1300,720.1210,725.2500,2011797
2016-01-21,702.1800,719.1900,694.4600,706.5900,2412211
2016-01-20,688.6100,706.8500,673.2600,698.4500,3444962
2016-01-19,703.3000,709.9800,693.4101,701.7900,2268078
2016-01-15,692.2900,706.7400,685.3700,694.4500,3608109
2016-01-14,705.3800,721.9250,689.1000,714.7200,2225768
2016-01-13,730.8500,734.7400,698.6100,700.5600,2501730
2016-01-12,721.6800,728.7500,717.3165,726.0700,2024509
2016-01-11,716.6100,718.8550,703.5400,716.0300,2090621
2016-01-08,731.4500,733.2300,713.0000,714.4700,2450857
2016-01-07,730.3100,738.5000,719.0600,726.3900,2963741
2016-01-06,730.0000,747.1800,728.9200,743.6200,1947034
2016-01-05,746.4500,752.0000,738.6400,742.5800,1950691
2016-01-04,743.0000,744.0600,731.2577,741.8400,3272776
2015-12-31,769.5000,769.5000,758.3400,758.8800,1500923
2015-12-30,776.6000,777.6000,766.9000,771.0000,1293521
2015-12-29,766.6900,779.9800,766.4300,776.6000,1765012
2015-12-28,752.9200,762.9900,749.5200,762.5100,1515716
2015-12-24,749.5500,751.3500,746.6200,748.4000,527223
2015-12-23,753.4700,754.2100,744.0000,750.3100,1566726
2015-12-22,751.6500,754.8500,745.5300,750.0000,1365520
2015-12-21,746.1300,750.0000,740.0000,747.7700,1525703
2015-12-18,746.5100,754.1300,738.1500,739.3100,3148743
2015-12-17,762.4200,762.6800,749.0000,749.4300,1553418
2015-12-16,750.0000,760.5900,739.4350,758.0900,1993251
2015-12-15,753.0000,758.0800,743.0100,743.4000,2666229
2015-12-14,741.7900,748.7300,724.1700,747.7700,2421236
2015-12-11,741.1600,745.7100,736.7500,738.8700,2224410
2015-12-10,752.8500,755.8500,743.8300,749.4600,1988380
2015-12-09,759.1700,764.2300,737.0010,751.6100,2699990
2015-12-08,757.8900,764.8000,754.2000,762.3700,1829475
2015-12-07,767.7700,768.7300,755.0900,763.2500,1812314
2015-12-04,753.1000,768.4900,750.0000,766.8100,2757283
2015-12-03,766.0100,768.9950,745.6300,752.5400,2590641
2015-12-02,768.9000,775.9550,758.9600,762.3800,2230373
2015-12-01,747.1100,768.9500,746.7000,767.0400,2134621
2015-11-30,748.8100,754.9300,741.2700,742.6000,2097624
2015-11-27,748.4600,753.4100,747.4900,750.2600,838528
2015-11-25,748.1400,752.0000,746.0600,748.1500,1122224
2015-11-24,752.0000,755.2790,737.6300,748.2800,2334197
2015-11-23,757.4500,762.7075,751.8200,755.9800,1415385
2015-11-20,746.5300,757.9200,743.0000,756.6000,2213284
2015-11-19,738.7400,742.0000,737.4300,738.4100,1327879
2015-11-18,727.5800,741.4100,727.0000,740.0000,1684259
2015-11-17,729.2900,731.8450,723.0270,725.3000,1506733
2015-11-16,715.6000,729.4900,711.3300,728.9600,1905893
2015-11-13,729.1700,731.1500,716.7300,717.0000,2075504
2015-11-12,731.0000,737.8000,728.6450,731.2300,1837154
2015-11-11,732.4600,741.0000,730.2300,735.4000,1366995
2015-11-10,724.4000,730.5900,718.5001,728.3200,1607994
2015-11-09,730.2000,734.7100,719.4300,724.8900,2069807
2015-11-06,731.5000,735.4100,727.0100,733.7600,1511599
2015-11-05,729.4700,739.4800,729.4700,731.2500,1861550
2015-11-04,722.0000,733.1000,721.9000,728.1100,1706700
2015-11-03,718.8600,724.6500,714.7200,722.1600,1565379
2015-11-02,711.0600,721.6200,705.8500,721.1100,1886250
2015-10-30,715.7300,718.0000,710.0500,710.8100,1908774
2015-10-29,710.5000,718.2600,710.0100,716.9200,1455965
